cohort,cohort_label,feature,n_rows,input_nonmissing_n,input_nonmissing_percent,python_range_rejected_n,accepted_nonmissing_n,missing_after_preprocessing_n,missing_after_preprocessing_percent,clean_range_violation_n,quantile_basis,quantile_sample_n,upstream_filtering,minimum,q01,q25,median,q75,q99,maximum
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,hr_last,152895,152365,99.65335687890382,1,152364,531,0.3472971647208869,1,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7543,counts start at the harmonized model-input table; common Python ranges were rechecked,26.0,47.0,70.0,81.0,94.0,134.0,205.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,hr_mean6,152895,152365,99.65335687890382,0,152365,530,0.3466431210961771,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7543,counts start at the harmonized model-input table; common Python ranges were rechecked,26.0,50.33333206176758,71.48333358764648,81.33333587646484,94.16666412353516,132.78954223632812,191.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,hr_min6,152895,152365,99.65335687890382,7,152358,537,0.3512214264691455,7,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7543,counts start at the harmonized model-input table; common Python ranges were rechecked,25.0,43.0,64.0,74.0,86.0,122.57999999999993,191.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,hr_max6,152895,152365,99.65335687890382,0,152365,530,0.3466431210961771,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7543,counts start at the harmonized model-input table; common Python ranges were rechecked,26.0,55.0,79.0,89.0,104.0,149.0,230.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,sbp_last,152895,152155,99.51600771771477,19,152136,759,0.49641911115471404,19,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7526,counts start at the harmonized model-input table; common Python ranges were rechecked,30.0,80.0,104.0,117.0,131.0,175.0,257.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,sbp_mean6,152895,152155,99.51600771771477,4,152151,744,0.4866084567840675,4,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7526,counts start at the harmonized model-input table; common Python ranges were rechecked,34.666666666666664,86.16666412353516,106.16666412353516,116.66666412353516,129.55303192138672,167.95833206176758,223.66666666666663
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,sbp_min6,152895,152155,99.51600771771477,98,152057,838,0.5480885575067858,98,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7521,counts start at the harmonized model-input table; common Python ranges were rechecked,30.0,65.0,92.0,103.0,116.0,154.0,202.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,sbp_max6,152895,152155,99.51600771771477,8,152147,748,0.48922463128290655,8,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7526,counts start at the harmonized model-input table; common Python ranges were rechecked,32.0,95.0,119.0,131.0,146.0,193.0,285.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,dbp_last,152895,152155,99.51600771771477,2,152153,742,0.48530036953464795,2,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7526,counts start at the harmonized model-input table; common Python ranges were rechecked,10.0,38.0,55.0,64.0,75.0,108.0,186.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,dbp_mean6,152895,152155,99.51600771771477,0,152155,740,0.48399228228522845,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7526,counts start at the harmonized model-input table; common Python ranges were rechecked,23.166666666666668,41.83333206176758,57.0,64.83333587646484,74.5,100.66666412353516,140.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,dbp_min6,152895,152155,99.51600771771477,37,152118,777,0.5081918963994898,37,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7526,counts start at the harmonized model-input table; common Python ranges were rechecked,10.0,30.0,48.0,56.0,65.0,92.0,139.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,dbp_max6,152895,152155,99.51600771771477,40,152115,780,0.5101540272736191,40,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7525,counts start at the harmonized model-input table; common Python ranges were rechecked,28.0,47.0,65.0,75.0,88.0,130.0,196.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,map_last,152895,152089,99.47284083848393,47,152042,853,0.5578992118774322,47,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7525,counts start at the harmonized model-input table; common Python ranges were rechecked,20.0,55.62,72.0,80.0,91.0,122.76000000000022,249.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,map_mean6,152895,152089,99.47284083848393,4,152085,810,0.5297753360149122,4,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7525,counts start at the harmonized model-input table; common Python ranges were rechecked,24.5,59.83333206176758,73.0,80.5,90.0,116.5,163.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,map_min6,152895,152089,99.47284083848393,404,151685,1210,0.7913927858988195,404,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7496,counts start at the harmonized model-input table; common Python ranges were rechecked,20.0,43.0,64.0,71.0,80.0,108.0,150.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,map_max6,152895,152089,99.47284083848393,250,151839,1056,0.6906700676935151,250,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7516,counts start at the harmonized model-input table; common Python ranges were rechecked,29.0,66.0,82.0,91.0,103.0,145.0,250.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,rr_last,152895,151113,98.83449426076719,10,151103,1792,1.1720461754799045,10,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7484,counts start at the harmonized model-input table; common Python ranges were rechecked,2.0,9.0,15.0,18.0,22.0,35.0,67.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,rr_mean6,152895,151113,98.83449426076719,0,151113,1782,1.1655057392328068,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7484,counts start at the harmonized model-input table; common Python ranges were rechecked,6.0,11.166666984558105,16.0,18.33333396911621,21.33333396911621,32.33333206176758,59.42857142857143
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,rr_min6,152895,151113,98.83449426076719,61,151052,1843,1.2054024003401027,61,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7480,counts start at the harmonized model-input table; common Python ranges were rechecked,2.0,6.0,12.0,15.0,17.5,29.0,42.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,rr_max6,152895,151113,98.83449426076719,0,151113,1782,1.1655057392328068,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7484,counts start at the harmonized model-input table; common Python ranges were rechecked,6.0,14.0,19.0,22.0,26.0,42.0,69.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,temp_last,152895,146831,96.03387945975997,0,146831,6064,3.966120540240034,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7246,counts start at the harmonized model-input table; common Python ranges were rechecked,29.44,35.720001220703125,36.61000061035156,36.83000183105469,37.11000061035156,38.400001525878906,41.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,temp_mean6,152895,146831,96.03387945975997,0,146831,6064,3.966120540240034,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7246,counts start at the harmonized model-input table; common Python ranges were rechecked,29.86,35.614084815979005,36.61000061035156,36.83000183105469,37.084999084472656,38.33000183105469,40.25
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,temp_min6,152895,146831,96.03387945975997,5,146826,6069,3.969390758363583,5,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7245,counts start at the harmonized model-input table; common Python ranges were rechecked,29.44,35.0,36.560001373291016,36.779998779296875,37.0,38.099998474121094,39.94
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,temp_max6,152895,146831,96.03387945975997,0,146831,6064,3.966120540240034,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7246,counts start at the harmonized model-input table; common Python ranges were rechecked,30.11,35.89450035095215,36.66999816894531,36.88999938964844,37.16999816894531,38.88999938964844,41.89
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,spo2_last,152895,152015,99.4244416102554,20,151995,900,0.5886392622387914,20,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7519,counts start at the harmonized model-input table; common Python ranges were rechecked,50.0,89.0,95.0,97.0,99.0,100.0,100.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,spo2_mean6,152895,152015,99.4244416102554,4,152011,884,0.578174564243435,4,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7519,counts start at the harmonized model-input table; common Python ranges were rechecked,51.0,90.57656936645508,95.14286041259766,96.75,98.5,100.0,100.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,spo2_min6,152895,152015,99.4244416102554,62,151953,942,0.6161090944766016,62,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7517,counts start at the harmonized model-input table; common Python ranges were rechecked,50.0,82.0,93.0,95.0,97.0,100.0,100.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,spo2_max6,152895,152015,99.4244416102554,0,152015,880,0.5755583897445959,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,7519,counts start at the harmonized model-input table; common Python ranges were rechecked,51.0,93.0,97.0,99.0,100.0,100.0,100.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,creatinine_last,152895,134818,88.17685339612152,49,134769,18126,11.855194741489257,49,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,6623,counts start at the harmonized model-input table; common Python ranges were rechecked,0.2,0.4000000059604645,0.699999988079071,0.8999999761581421,1.2999999523162842,7.199999809265137,24.5
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,sodium_last,152895,125906,82.34801661270807,0,125906,26989,17.65198338729193,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,6180,counts start at the harmonized model-input table; common Python ranges were rechecked,99.0,120.0,135.0,138.0,141.0,153.0,177.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,potassium_last,152895,129855,84.93083488668694,0,129855,23040,15.069165113313058,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,6402,counts start at the harmonized model-input table; common Python ranges were rechecked,1.5,3.0,3.799999952316284,4.099999904632568,4.5,6.199999809265137,9.8
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,bicarbonate_last,152895,134709,88.10556264102816,23,134686,18209,11.909480362340169,23,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,6625,counts start at the harmonized model-input table; common Python ranges were rechecked,5.0,12.0,20.0,22.0,25.0,34.0,50.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,glucose_last,152895,125325,81.96801726675169,39,125286,27609,18.05749043461199,39,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,6161,counts start at the harmonized model-input table; common Python ranges were rechecked,21.0,70.0,106.0,126.0,156.0,355.0,968.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,bun_last,152895,134734,88.1219137316459,28,134706,18189,11.896399489845972,28,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,6619,counts start at the harmonized model-input table; common Python ranges were rechecked,1.0,5.0,12.0,17.0,28.0,104.0,200.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,lactate_last,152895,68420,44.749664802642336,0,68420,84475,55.250335197357664,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,3383,counts start at the harmonized model-input table; common Python ranges were rechecked,0.2,0.6000000238418579,1.2000000476837158,1.7000000476837158,2.5,10.899999618530273,26.0
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,ph_last,152895,80365,52.56221589980051,0,80365,72530,47.43778410019949,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,3939,counts start at the harmonized model-input table; common Python ranges were rechecked,6.74,7.159999847412109,7.329999923706055,7.369999885559082,7.409999847412109,7.510000228881836,7.63
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,hemoglobin_last,152895,133324,87.19971222080513,0,133324,19571,12.800287779194873,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,6571,counts start at the harmonized model-input table; common Python ranges were rechecked,3.9,6.5,8.899999618530273,10.699999809265137,12.5,16.0,24.6
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,hematocrit_last,152895,133448,87.28081363026914,0,133448,19447,12.719186369730862,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,6580,counts start at the harmonized model-input table; common Python ranges were rechecked,13.0,19.899999618530273,27.700000762939453,33.0,37.900001525878906,48.72100044250489,71.2
mimic_temporal_test,MIMIC-IV 2020-2022 temporal test,wbc_last,152895,133209,87.1244972039635,13,133196,19699,12.884005363157723,13,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,6561,counts start at the harmonized model-input table; common Python ranges were rechecked,0.1,2.360000038146972,8.300000190734863,11.199999809265137,15.199999809265137,38.099998474121094,295.2
eicu_external,eICU-CRD,age,2417020,2417020,100.0,0,2417020,0,0.0,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,120688,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,18.0,21.0,53.0,65.0,76.0,90.0,90.0
eicu_external,eICU-CRD,sex_male,2417020,2416265,99.96876318772703,0,2416265,755,0.03123681227296423,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,120650,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,0.0,0.0,0.0,1.0,1.0,1.0,1.0
eicu_external,eICU-CRD,index_hour,2417020,2417020,100.0,0,2417020,0,0.0,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,120688,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,6.0,6.0,9.0,14.0,19.0,24.0,24.0
eicu_external,eICU-CRD,hr_last,2417020,2344458,96.99787341436976,0,2344458,72562,3.002126585630239,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,116978,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,20.0,48.0,71.0,82.0,96.0,132.0,248.0
eicu_external,eICU-CRD,hr_mean6,2417020,2344458,96.99787341436976,0,2344458,72562,3.002126585630239,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,116978,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,23.36111111111111,50.41666793823242,71.62868690490723,82.78516387939453,95.51388549804688,129.6452763366698,181.22222222222223
eicu_external,eICU-CRD,hr_min6,2417020,2344458,96.99787341436976,0,2344458,72562,3.002126585630239,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,116978,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,20.0,42.0,63.0,74.0,86.0,119.0,179.0
eicu_external,eICU-CRD,hr_max6,2417020,2344458,96.99787341436976,0,2344458,72562,3.002126585630239,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,116978,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,24.0,60.0,83.0,96.0,110.0,152.0,248.0
eicu_external,eICU-CRD,sbp_last,2417020,2337761,96.72079668351938,0,2337761,79259,3.2792033164806247,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,116676,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,30.0,78.0,106.0,121.0,138.0,183.0,300.0
eicu_external,eICU-CRD,sbp_mean6,2417020,2337761,96.72079668351938,0,2337761,79259,3.2792033164806247,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,116676,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,30.0,84.24632263183594,107.5,120.50817108154297,136.1666717529297,175.7003059387207,278.6666666666667
eicu_external,eICU-CRD,sbp_min6,2417020,2337761,96.72079668351938,0,2337761,79259,3.2792033164806247,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,116676,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,30.0,53.0,89.0,102.0,118.0,157.0,261.0
eicu_external,eICU-CRD,sbp_max6,2417020,2337761,96.72079668351938,0,2337761,79259,3.2792033164806247,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,116676,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,30.0,96.0,124.0,140.0,159.0,218.0,300.0
eicu_external,eICU-CRD,dbp_last,2417020,2337776,96.72141728243871,0,2337776,79244,3.2785827175612945,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,116676,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,10.0,35.0,55.0,64.0,74.0,108.25,200.0
eicu_external,eICU-CRD,dbp_mean6,2417020,2337776,96.72141728243871,0,2337776,79244,3.2785827175612945,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,116676,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,10.0,39.218180656433105,56.32839584350586,64.19999694824219,73.5,100.0,182.0
eicu_external,eICU-CRD,dbp_min6,2417020,2337776,96.72141728243871,0,2337776,79244,3.2785827175612945,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,116676,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,10.0,20.0,44.0,53.0,62.0,88.0,182.0
eicu_external,eICU-CRD,dbp_max6,2417020,2337776,96.72141728243871,0,2337776,79244,3.2785827175612945,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,116676,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,10.0,48.0,69.0,79.0,93.0,155.0,200.0
eicu_external,eICU-CRD,map_last,2417020,2337949,96.72857485664164,0,2337949,79071,3.2714251433583503,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,116682,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,20.0,50.0,71.0,81.0,92.0,129.0,250.0
eicu_external,eICU-CRD,map_mean6,2417020,2337949,96.72857485664164,0,2337949,79071,3.2714251433583503,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,116682,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,21.0,54.99743278503418,71.875,80.72673034667969,91.25398826599121,122.0,236.8571428571429
eicu_external,eICU-CRD,map_min6,2417020,2337949,96.72857485664164,0,2337949,79071,3.2714251433583503,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,116682,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,20.0,31.0,59.0,68.0,79.0,108.0,222.0
eicu_external,eICU-CRD,map_max6,2417020,2337949,96.72857485664164,0,2337949,79071,3.2714251433583503,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,116682,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,21.0,64.0,85.0,96.0,111.0,190.0,250.0
eicu_external,eICU-CRD,rr_last,2417020,2119295,87.68214578282348,0,2119295,297725,12.317854217176523,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,105753,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,2.0,7.0,15.0,19.0,23.0,41.0,100.0
eicu_external,eICU-CRD,rr_mean6,2417020,2119295,87.68214578282348,0,2119295,297725,12.317854217176523,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,105753,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,2.0,10.48592025756836,16.0,18.690475463867188,22.11111068725586,35.75,100.0
eicu_external,eICU-CRD,rr_min6,2417020,2119295,87.68214578282348,0,2119295,297725,12.317854217176523,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,105753,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,2.0,2.0,11.0,14.0,16.0,26.0,100.0
eicu_external,eICU-CRD,rr_max6,2417020,2119295,87.68214578282348,0,2119295,297725,12.317854217176523,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,105753,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,2.0,15.0,22.0,26.0,32.0,66.0,100.0
eicu_external,eICU-CRD,temp_last,2417020,2047085,84.69458258516686,0,2047085,369935,15.305417414833142,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,102259,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,25.0,35.22222137451172,36.599998474121094,36.77777862548828,37.16666793823242,38.66699981689453,44.6
eicu_external,eICU-CRD,temp_mean6,2417020,2047085,84.69458258516686,0,2047085,369935,15.305417414833142,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,102259,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,25.05,35.25322143554688,36.55555725097656,36.79999923706055,37.113033294677734,38.58194351196289,43.5
eicu_external,eICU-CRD,temp_min6,2417020,2047085,84.69458258516686,0,2047085,369935,15.305417414833142,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,102259,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,25.0,34.099998474121094,36.400001525878906,36.72222137451172,37.0,38.27777862548828,42.4
eicu_external,eICU-CRD,temp_max6,2417020,2047085,84.69458258516686,0,2047085,369935,15.305417414833142,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,102259,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,25.1,35.55555725097656,36.61111068725586,36.88888931274414,37.22222137451172,39.099998474121094,44.8
eicu_external,eICU-CRD,spo2_last,2417020,2292487,94.84766365193502,0,2292487,124533,5.152336348064972,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,114315,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,50.0,84.0,95.0,97.0,99.0,100.0,100.0
eicu_external,eICU-CRD,spo2_mean6,2417020,2292487,94.84766365193502,0,2292487,124533,5.152336348064972,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,114315,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,50.0,89.81959228515625,95.30555725097656,97.05633544921875,98.69444274902344,100.0,100.0
eicu_external,eICU-CRD,spo2_min6,2417020,2292487,94.84766365193502,0,2292487,124533,5.152336348064972,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,114315,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,50.0,65.0,90.0,93.0,96.0,100.0,100.0
eicu_external,eICU-CRD,spo2_max6,2417020,2292487,94.84766365193502,0,2292487,124533,5.152336348064972,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,114315,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,50.0,94.0,98.0,100.0,100.0,100.0,100.0
eicu_external,eICU-CRD,creatinine_last,2417020,1633858,67.59803394262356,0,1633858,783162,32.40196605737644,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,81735,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,0.07,0.36000001430511475,0.7200000286102295,0.9900000095367432,1.5099999904632568,9.266600379943883,30.0
eicu_external,eICU-CRD,sodium_last,2417020,1653059,68.39244193262778,0,1653059,763961,31.607558067372217,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,82611,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,80.0,122.0,136.0,139.0,141.0,152.0,199.0
eicu_external,eICU-CRD,potassium_last,2417020,1693977,70.08535303803858,0,1693977,723043,29.914646961961424,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,84671,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,1.0,2.799999952316284,3.700000047683716,4.0,4.400000095367432,5.900000095367432,10.8
eicu_external,eICU-CRD,bicarbonate_last,2417020,1733911,71.7375528543413,0,1733911,683109,28.262447145658705,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,86658,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,5.0,12.0,21.0,24.0,27.0,41.0,60.0
eicu_external,eICU-CRD,glucose_last,2417020,1977896,81.83200800986339,0,1977896,439124,18.167991990136613,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,98853,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,20.0,69.0,104.0,127.0,160.0,350.0,997.0
eicu_external,eICU-CRD,bun_last,2417020,1625114,67.23626614591522,0,1625114,791906,32.763733854084784,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,81294,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,1.0,4.0,12.0,19.0,32.0,107.0,200.0
eicu_external,eICU-CRD,lactate_last,2417020,478785,19.80889690610752,0,478785,1938235,80.19110309389248,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,23777,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,0.1,0.4676000010967254,1.0,1.5,2.299999952316284,10.5,29.6
eicu_external,eICU-CRD,ph_last,2417020,660837,27.340981870236902,0,660837,1756183,72.6590181297631,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,33049,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,6.503,7.130000114440918,7.329999923706055,7.380000114440918,7.429999828338623,7.561519832611085,8.0
eicu_external,eICU-CRD,hemoglobin_last,2417020,1594126,65.95419152510115,0,1594126,822894,34.04580847489884,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,79816,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,3.0,6.400000095367432,9.199999809265137,10.899999618530273,12.600000381469727,16.200000762939453,23.5
eicu_external,eICU-CRD,hematocrit_last,2417020,1601794,66.27144169266286,0,1601794,815226,33.72855830733713,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,80075,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,10.1,19.5,28.100000381469727,33.0,37.79999923706055,48.599998474121094,72.0
eicu_external,eICU-CRD,wbc_last,2417020,1538217,63.64105385971155,0,1538217,878803,36.35894614028845,0,exact accepted-value extrema; deterministic seeded 5% row sample for quantiles,76903,eICU source-observation range filtering occurred in SQL before aggregation; counts here start at the harmonized model-input table,0.1,1.7402000093460082,7.599999904632568,10.399999618530273,14.300000190734863,37.4195982360839,300.0
sicdb_external,SICdb,age,50054,50054,100.0,0,50054,0,0.0,0,exact accepted values for extrema and quantiles,50054,counts start at the harmonized model-input table; common Python ranges were rechecked,20.0,20.0,55.0,65.0,75.0,90.0,90.0
sicdb_external,SICdb,sex_male,50054,50054,100.0,0,50054,0,0.0,0,exact accepted values for extrema and quantiles,50054,counts start at the harmonized model-input table; common Python ranges were rechecked,0.0,0.0,0.0,1.0,1.0,1.0,1.0
sicdb_external,SICdb,index_hour,50054,50054,100.0,0,50054,0,0.0,0,exact accepted values for extrema and quantiles,50054,counts start at the harmonized model-input table; common Python ranges were rechecked,6.0,6.0,9.0,13.0,18.0,24.0,24.0
sicdb_external,SICdb,hr_last,50054,49750,99.39265593159388,6,49744,310,0.6193311223878212,6,exact accepted values for extrema and quantiles,49744,counts start at the harmonized model-input table; common Python ranges were rechecked,30.049966666666663,48.177699661254884,69.63591575622559,80.62779998779297,92.88333129882812,123.93974960327148,166.617
sicdb_external,SICdb,hr_mean6,50054,49750,99.39265593159388,1,49749,305,0.6093419107364046,1,exact accepted values for extrema and quantiles,49749,counts start at the harmonized model-input table; common Python ranges were rechecked,31.431249999999995,49.33027694702148,70.4533920288086,81.20613098144531,93.28670501708984,122.36173583984372,164.06933333333333
